"Id, First_Name, Last_Name, Email, Salary"
19b0b67f-c6cf-4810-b54e-a370a19af20b,Erik,Nolan,enolan@gmail.com,657746.65
9ca93763-1954-42c0-8220-fb129fce75bc,Gregory,Jacobson,gjacobson@gmail.com,586924.15
32ccf359-d8f7-4bee-916c-022617516be3,Derek,Rodriguez,drodriguez@gmail.com,426607.17
2c97ef49-5f31-47d0-879d-075af5aa4c0d,Jasmine,Johnson,jjohnson@gmail.com,562538.14
8cef4bbc-4c3a-4e1b-ba85-33952c891c1e,Jessica,Hunter,jhunter@gmail.com,470971.0
5de77df0-ae56-4327-8619-6417b08a0fb0,Rodney,Taylor,rtaylor@gmail.com,554246.38
8b841ddb-55d9-4108-b350-f480a8757cf1,Kenneth,Smith,ksmith@gmail.com,633686.21
f8925027-3275-455b-ac92-71b63e772544,Kristen,Harvey,kharvey@gmail.com,671659.42
c6389117-0b65-4834-b3dd-169c5ffb411a,Aaron,Johnson,ajohnson@gmail.com,155859.17
60f91a85-d621-45d8-b596-ae94876e7d38,Judy,Medina,jmedina@gmail.com,147983.84
00c200c4-d808-4460-9c35-3e03b523b14d,Antonio,Campbell,acampbell@gmail.com,566374.64
fe62cde3-2b22-4b90-93c7-104c0b0a5e41,Seth,Webb,swebb@gmail.com,921580.69
f646d0eb-4513-4629-ab69-ff5b55708ba5,Steven,Brown,sbrown@gmail.com,709740.52
5bc7c3eb-f35f-4a50-aa22-cc2d3e8fa4b4,Pamela,Robinson,probinson@gmail.com,377025.68
c22bf6c1-6db6-46c5-a1fd-cec67ed2d104,Matthew,Martinez,mmartinez@gmail.com,980831.41
447f0b65-1784-4f3a-b367-1c13515c6814,Adam,Vaughn,avaughn@gmail.com,444599.04
a4f32c26-4907-44ad-bd0e-95a43037a4ba,Ann,Rodgers,arodgers@gmail.com,672491.96
89240590-5c49-40b8-a788-a3fb10922810,Loretta,Gordon,lgordon@gmail.com,198422.07
0dba061b-cda3-473e-ac43-195c80bbcc7c,Justin,Reid,jreid@gmail.com,739930.3
9e31d444-632e-466c-ac9a-ce5c89aa9eed,Ruth,Moore,rmoore@gmail.com,351672.19
b54fec24-87b5-46f9-a536-893753a1d216,Lauren,Arias,larias@gmail.com,394397.88
dcfc8f72-f63f-4ee1-85c2-f25cb290ae7a,Catherine,Cisneros,ccisneros@gmail.com,378244.47
b45ace7b-084b-409c-8796-05e7bf3218eb,Brooke,Giles,bgiles@gmail.com,922971.53
55262523-ca48-427f-924d-8e33b8df1690,Greg,Kemp,gkemp@gmail.com,552415.88
39a3a660-d73e-47e8-96e9-82df9c8cd847,Anthony,Jefferson,ajefferson@gmail.com,633445.8
3e919a4f-38e6-4e04-9df1-1c1b2fe54ff4,James,Adams,jadams@gmail.com,826118.61
e1a27d0c-c3e5-46f7-b7e4-fb5d7e74f5f8,Miranda,Walker,mwalker@gmail.com,635924.72
